Name,MeasureCode,ConstructionCost,MaintenanceCost,StorageCapacity,GroundwaterRecharge,Evapotranspiration,TempReduction,NutrientReduction,PathogenReduction,AdsorbingPollutants,CoolSpot,FMeasureArea
Remove house footprint,91,3511.206077973296,127.80790123822798,8.705469614809825,29.491468076359467,91.97859207892182,0.3613218296690933,10.142367148606128,11.410163042181894,11.410163042181894,0,153.72918654586007
Remove garage footprint,91,750.2681181660394,27.309759501243835,0.496045036803993,6.301683172175325,19.65381799249075,0.07720659032198296,2.167202535353908,2.438102852273146,2.438102852273146,0,32.84857252341417
Remove concrete,91,338.96167949625925,12.338205133663838,0.8404008582551883,2.847021031514957,8.879347254595913,0.034880964404684155,0.9791147903069236,1.101504139095289,1.101504139095289,0,14.840571046532226
Remove driveway,91,2869.64414338302,104.45504681914194,7.114820190205835,24.10283440097642,75.17241147755306,0.2953016853356667,8.289170114685382,9.325316379021055,9.325316379021055,0,125.6400365121828
Remove deck footprint,91,895.8997012573097,32.61074912576608,2.9616519049828423,7.524878019834323,23.46874302893045,0.09219285683315202,2.587869665491986,2.9113533736784847,2.9113533736784847,0,39.224679281844395
Bioswale,6,22324.3696944776,223.243696944776,94.70944718869283,81.73674150578456,1.0048993712517356,0.8423421200198374,0,0,0,0,2999.752939111698
Dry Pond,28,55098.74368387226,804.441657784535,163.80290524000142,43.67694527910255,0.2795503410118937,0.6373747774948801,13.418416368313263,16.77302046039158,16.10209964197592,0,3745.9017357497282
scenario5_bioswale-and-dry-pond.json,-,85789.0931,1332.20702,278.63074,195.68157,220.43736,2.34062,37.58414,43.95946,43.28854,0.0,7111.93772
